frame_id,track_id,bbox0,bbox1,bbox2,bbox3,6,7,8,9,loc_x,loc_y
1008,719,1687.94,487.78,24.51,38.09,1,-1,-1,-1,1700.1950000000002,525.87
1008,805,1379.89,479.53,31.21,48.78,1,-1,-1,-1,1395.4950000000001,528.31
1008,868,1159.61,472.98,27.84,48.74,1,-1,-1,-1,1173.53,521.72
1008,1079,612.42,538.37,32.81,57.75,1,-1,-1,-1,628.8249999999999,596.12
1008,1289,1568.79,529.54,35.57,58.84,1,-1,-1,-1,1586.575,588.38
1008,1377,1526.85,538.76,30.55,47.22,1,-1,-1,-1,1542.125,585.98
1008,1497,1520.75,521.55,32.08,53.45,1,-1,-1,-1,1536.79,575.0
1008,1509,1362.35,461.36,25.78,44.95,1,-1,-1,-1,1375.24,506.31
1008,1543,802.42,855.08,62.94,114.89,1,-1,-1,-1,833.89,969.97
1008,1565,1803.52,887.66,83.82,135.55,1,-1,-1,-1,1845.43,1023.21
1008,1613,1768.47,897.64,89.88,129.95,1,-1,-1,-1,1813.41,1027.59
1008,1637,1562.3,527.65,28.78,48.93,1,-1,-1,-1,1576.69,576.5799999999999
1008,1686,896.04,807.83,66.68,126.86,1,-1,-1,-1,929.38,934.69
1008,1730,1109.68,467.15,26.41,48.08,1,-1,-1,-1,1122.885,515.23
1008,1738,983.67,517.15,30.27,61.18,1,-1,-1,-1,998.805,578.3299999999999
1008,1779,1283.97,493.33,34.42,58.28,1,-1,-1,-1,1301.18,551.61
1008,1807,493.87,501.68,36.59,60.35,1,-1,-1,-1,512.165,562.03
1008,1810,934.17,508.07,34.28,62.27,1,-1,-1,-1,951.31,570.34
1008,1840,178.21,583.69,51.0,99.09,1,-1,-1,-1,203.71,682.7800000000001
1008,1850,866.61,501.3,30.21,49.97,1,-1,-1,-1,881.715,551.27
